conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1864987022907314429,Fri Dec 06 10:55:30 +0000 2024,0,Anggota Komisi VI DPR RI Herman Khaeron mengatakan penerapan Pajak Pertambahan Nilai (PPN) menjadi 12% yang rencananya hanya untuk barang mewah harus tetap dikaji. Menurutnya konsep kenaikan PPN tersebut harus memiliki dampak positif bagi masyarakat. https://t.co/eZrUnbG7ui,1864987022907314429,https://pbs.twimg.com/ext_tw_video_thumb/1864970645479788545/pu/img/mNjH2m1iEiDUN5H-.jpg,,in,,0,0,0,https://x.com/sinpotv/status/1864987022907314429,1012174601055449088,sinpotv
1864887776740536423,Fri Dec 06 04:21:08 +0000 2024,0,Menkeu Harus Jelaskan Langkah Antisipasi Dampak Kenaikan PPN 12 Persen https://t.co/lsZmSsUZA8,1864887776740536423,,,in,Jakarta,0,0,0,https://x.com/Beritasatu/status/1864887776740536423,154102750,Beritasatu
1864528718812873121,Thu Dec 05 04:35:54 +0000 2024,0,Para ekonom dan pengusaha juga mengingatkan dampak yang lebih besar akibat kenaikan PPN. Kenaikan PPN berpotensi menaikkan biaya produksi menurunkan daya beli masyarakat hingga menimbulkan PHK massal.,1864529104596521396,,nalarinstitute,in,D.I. Yogyakarta,0,1,0,https://x.com/nalarinstitute/status/1864529104596521396,1467738689694429184,nalarinstitute
1864521570183729634,Thu Dec 05 04:05:58 +0000 2024,0,[EXPRESS ISU Kenaikan PPN Menjadi 12% Bagaimana Dampak Untuk Perekonomian Indonesia?] Halo FKM! Kenaikan Pajak Pertambahan Nilai (PPN) menjadi 12% pada 1 Januari 2025 akan membuat beban masyarakat makin berat. Apalagi perekonomian Indonesia diproyeksi masih melambat dan https://t.co/m07Yb9EPGA,1864521570183729634,https://pbs.twimg.com/media/GeAceyza0AEs2YN.jpg,,in,"Semarang, Indonesia.   ",0,1,0,https://x.com/Publicahealth/status/1864521570183729634,298333852,Publicahealth
1864508088436576340,Thu Dec 05 03:12:23 +0000 2024,0,Wowww mulai terasa ni dampak kenaikan PPN ditoko harga udah mulai pada naik,1864508088436576340,,,in,,1,0,0,https://x.com/uzumakiekaa/status/1864508088436576340,1196363660186140672,uzumakiekaa
1864495944005546233,Thu Dec 05 02:24:08 +0000 2024,2,Dampak kenaikan PPN bagi Masyarakat 1.Peningkatan Harga Barang dan Jasa artinya akan ada kenaikan harga. 2.Penurunan Daya Beli 3.Inflasi akan meningkat. Yang jelas kenaikan PPN akan menambah beban ekonomi bagi masyarakat bukan sebaliknya. https://t.co/no2SKnkD7E,1864495944005546233,,,in,Tangerang - Indonesia,0,0,1,https://x.com/wdtu/status/1864495944005546233,158007705,wdtu
1864454343539261777,Wed Dec 04 23:38:50 +0000 2024,2,Kenaikan PPN menjadi 12 persen bakal menyebabkan dampak berantai. PPN itu bersifat multistage tax atau dikenakan ke seluruh rantai produksi dan distribusi. #Ekonomi #AdadiKompas https://t.co/NBSUzVL2IA,1864454343539261777,,,in,"Palmerah, Jakarta",1,4,2,https://x.com/hariankompas/status/1864454343539261777,255866913,hariankompas
1864295365815751110,Wed Dec 04 13:07:07 +0000 2024,1,Dampak pada Masyarakat: Kenaikan PPN menjadi 12% langsung mempengaruhi harga barang dan jasa. Bagi masyarakat kelas menengah dan bawah ini berarti biaya hidup mereka akan semakin tinggi. Teori Hirarki Kebutuhan Maslow dan Teori Substitusi menyatakan bahwa ketika harga naik,1864295369548681450,,hnirankara,in,Neraka yang Paling Dalam,0,1,0,https://x.com/hnirankara/status/1864295369548681450,871058414364876800,hnirankara
1864203932370976795,Wed Dec 04 07:03:47 +0000 2024,1,Dampak Kenaikan PPN 12% Bagi Gen Z Siap-Siap Harga Langganan Platform Streaming Naik! https://t.co/kFv2zRSWSf,1864203932370976795,,,in,Indonesia,0,0,1,https://x.com/KompasTV/status/1864203932370976795,71436318,KompasTV
1864170584554512477,Wed Dec 04 04:51:16 +0000 2024,0,Top 5 News https://t.co/eJsMb51VTc Dampak Kenaikan PPN hingga Tenaga Baru Industri Tekstil CPO Baca selengkapnya di https://t.co/W8hGtQExMX #berita #hukum #politik #ekonomi https://t.co/eq5NHhae2L,1864170584554512477,https://pbs.twimg.com/ext_tw_video_thumb/1864170556939239424/pu/img/mgAw3VZaqZYHEHn0.jpg,,in,,0,0,0,https://x.com/swarafakta_news/status/1864170584554512477,1846151276167680001,swarafakta_news
1864148405372731505,Wed Dec 04 03:23:08 +0000 2024,1,Rencana kenaikan tarif pajak pertambahan nilai (PPN) menjadi 12 persen masih terus bergulir. Staf Ahli Menteri Keuangan Bidang Ekonomi Makro dan Keuangan Internasional Kementerian Keuangan (Kemenkeu) Parjiono menuturkan pemerintah akan tetap memperhatikan dampak kenaikan tarif https://t.co/OZBQpC9tmI,1864148405372731505,https://pbs.twimg.com/media/Gd7JGDna0AIthPD.jpg,,in,Jakarta,0,1,1,https://x.com/jawapos/status/1864148405372731505,2392460208,jawapos
1864140996961030511,Wed Dec 04 02:53:43 +0000 2024,0,Kenapa PPN Naik? Kenaikan PPN dirancang untuk: 1️⃣ Tambah pendapatan negara buat pulihkan ekonomi pasca-pandemi. 2️⃣ Ikuti standar global di mana banyak negara lain juga menaikkan PPN. 3️⃣ Stabilkan ekonomi dari dampak inflasi Tapi apa langkah ini bakal efektif? ,1864141002031939846,,fridmindo,in,Jakarta,0,1,0,https://x.com/fridmindo/status/1864141002031939846,1845447652743446532,fridmindo
1863907297703104542,Tue Dec 03 11:45:53 +0000 2024,0,Namun dampak kenaikan tarif PPN tidak hanya bersifat mikro (per transaksi). Dampaknya bersifat makro (luas) yaitu terjadi efek domino dari rantai proses produksi. #PemimpinPengurusRakyat #ButuhKepemimpinanIslam,1863912536133030354,,LukasHorn57842,in,,0,0,0,https://x.com/LukasHorn57842/status/1863912536133030354,1736807757645332480,LukasHorn57842
1863874671881666886,Tue Dec 03 09:15:25 +0000 2024,78,Dampak kenaikan PPN bisa macam-macam termasuk menekan konsumsi rumah tangga. Saya kutip dari Kompas: ​​ Dilihat dari sumber pertumbuhan konsumsi rumah tangga merupakan komponen terbesar yang berkontribusi terhadap produk domestik bruto (PDB) sebesar 55 persen. Sayangnya https://t.co/ZPHrURyzCK,1863874671881666886,https://pbs.twimg.com/media/Gd3Oga3asAAt0EF.jpg,,in,"Jakarta, Indonesia",0,5,23,https://x.com/MikaelDewabrata/status/1863874671881666886,1457701454,MikaelDewabrata
1863857791523553373,Tue Dec 03 08:25:10 +0000 2024,1,@prastow ya betul Pak PKP tetap wajib lapor hanya perlu di perhatikan mata rantai distribusi logistik dari BKP2 dibebaskan tsb yang manjadi bagian HPP dari penjualannya terkena dampak kenaikan PPN 12% tsb sehingga mau tidak mau harga pokok ikut shock,1863862025153376749,,prastow,in,Makassar,0,1,0,https://x.com/ZulkarnaenHann2/status/1863862025153376749,1169190882479726594,ZulkarnaenHann2
1863802071553831388,Tue Dec 03 04:26:56 +0000 2024,1,Pemerintah harus mempertimbangkan lagi mengenai rencana kenaikan pajak pertambahan nilai (PPN) yang menjadi 12%. Pasalnya dampak langsungnya terhadap daya beli masyarakat dapat mengkoreksi perekonomian Indonesia. Selengkapnya https://t.co/Wp410CGacA,1863802071553831388,,,in,Jakarta,0,0,1,https://x.com/theiconomic/status/1863802071553831388,1169861863426818048,theiconomic
1863538739471089751,Tue Dec 03 01:46:06 +0000 2024,10,@hnirankara Dampak PPN naik 12 persen sangat memberatkan masyarakat tapi pemerintah mengatasinya hanya dengan memberi secuil Bansos. Padahal masyarakat tak usah usah dikasih bansos cukup batalkan saja kenaikan PPN 12 persen.,1863761598889996485,,hnirankara,in,,0,0,0,https://x.com/Razieq97/status/1863761598889996485,1434704169588256773,Razieq97
1863705587399160242,Mon Dec 02 22:03:32 +0000 2024,3,Dampak kenaikan PPN 12 persen terhadap perekonomian makro dan kesejahteraan masyarakat perlu dikaji secara komprehensif. #Opini #AdadiKompas https://t.co/JrB8cTMuA0,1863705587399160242,,,in,"Palmerah, Jakarta",1,0,1,https://x.com/hariankompas/status/1863705587399160242,255866913,hariankompas
1863508410542542913,Mon Dec 02 09:00:02 +0000 2024,0,Dampak Kenaikan PPN 12 Persen Pengeluaran Bulanan Kelas Menengah Bisa Bertambah https://t.co/Wp986GYgoX,1863508410542542913,,,in,,0,0,0,https://x.com/pajakcom/status/1863508410542542913,1340855282407108610,pajakcom
1863439984658968915,Mon Dec 02 04:28:08 +0000 2024,1,PPN tidak dikenakan ke: 1. Sembako 2. Kesehatan 3. Pendidikan Jd dampak ke kelas menengah kebawah tidak signifikan. Karena adanya penghapusan kredit UMKM &amp; kenaikan UMP nasional Sedangkan PPN jelas akan berdampak ke kelas menengah keatas. Ditambah dengan cukai minol rokok,1863439984658968915,,,in,,0,1,1,https://x.com/YurisAbrori/status/1863439984658968915,906302878419099648,YurisAbrori
1863152136084988325,Sun Dec 01 12:37:42 +0000 2024,0,@AndiePeci Belum lagi kena dampak kenaikan PPN.,1863200803823210501,,AndiePeci,in,,0,0,0,https://x.com/Merdie_M/status/1863200803823210501,554860435,Merdie_M
1863189098321903969,Sun Dec 01 11:51:12 +0000 2024,0,Muhaimin Iskandar alias Cak Imin tegaskan pemerintah belum merencanakan bansos terkait dampak kenaikan PPN 12 persen. #CakImin #ppn #Bansos #MuhaiminIskandar #MenteriKoordinatorBidangPemberdayaanMasyarakat https://t.co/UXOPztCxvX,1863189098321903969,,,in,"Sulawesi Tengah, Indonesia",0,1,0,https://x.com/gemasulawesi/status/1863189098321903969,1085760348798410753,gemasulawesi
1863040374845124737,Sun Dec 01 04:13:57 +0000 2024,0,@frans_surya Memang ironi sih orang kaya dapat tax amnesti disaat bersamaan rakyat yg paling melarat pun terkena dampak kenaikan PPN 12%. Negara terlihat tidak berdaya kalo sudah berhadapan dengan orang kaya. Apakah benar begitu pak @prabowo ?,1863074027444781379,,frans_surya,in,,0,0,0,https://x.com/MrEqualizer2024/status/1863074027444781379,1585423974661398528,MrEqualizer2024
1862897469027455076,Sat Nov 30 16:32:22 +0000 2024,1,Pemerintah memutuskan untuk menaikkan tarif PPN dari 11% menjadi 12% pada tahun 2025. Kebijakan ini menuai pro dan kontra. Bagaimana dampak kenaikan pajak ini bagi kebebasan kita? Yuk ikuti diskusi kita. #tolakppn #libertarian #libertarianindonesia https://t.co/pG18BbR5Ws,1862897469027455076,https://pbs.twimg.com/media/GdpXXtsWUAc8ddO.jpg,,in,,0,0,0,https://x.com/indoliberty/status/1862897469027455076,1853071775997067264,indoliberty
1862887146039959897,Sat Nov 30 15:51:21 +0000 2024,0,Belajar tentang Usaha atau Bisnis Keberlanjutan (Sustainable Business) &amp; Dampak kenaikan PPN (12%) pada Keberlanjutan Usaha https://t.co/ksRBrALlTW,1862887146039959897,https://pbs.twimg.com/ext_tw_video_thumb/1862887072237039616/pu/img/kqAPQL-lxplf2ZL1.jpg,,in,"-7.963582,112.649223",0,0,0,https://x.com/DanielStephanus/status/1862887146039959897,28535019,DanielStephanus
1862827505054273555,Sat Nov 30 11:54:21 +0000 2024,1,Ketua Kadin Anindya Bakrie membahas rencana kenaikan PPN menjadi 12% pada 2025. Kadin akan kaji dampak kebijakan ini dalam Rapimnas 2024. https://t.co/ZbS6qdz19O,1862827505054273555,,,in,"Jakarta, Indonesia",0,0,0,https://x.com/detikfinance/status/1862827505054273555,135795460,detikfinance
1862457155917677032,Sat Nov 30 04:12:46 +0000 2024,0,@KompasTV @prabowo Kenaikan tapi PPN 12% .... dampak kenaikan apa ?,1862711343293636975,,KompasTV,in,Babel,0,0,0,https://x.com/Ajie61LHenry/status/1862711343293636975,235785570,Ajie61LHenry
1862672100634632436,Sat Nov 30 01:36:50 +0000 2024,0,Nahlo ppn aja naik 9% belom lagi dampak dari kenaikan ppn harga barang bisa naik 15-20% ,1862672100634632436,,,in,,0,0,0,https://x.com/AuliaTogu/status/1862672100634632436,55897187,AuliaTogu
1862089764071227677,Thu Nov 28 14:08:49 +0000 2024,0,@CNNIndonesia Pak Bu Guru. Pertama saya mau mengucapkan turut prihatin krn kita juga sama2 kena dampak efek PPN 12%.. harga bakal naik semua. Namun sisi Baiknya Gaji Naik. Belum tau besar nya berapa. Mari syukuri dulu akhirnya Kenaikan juga.,1862136569618112835,,CNNIndonesia,in,Indonesia,0,1,0,https://x.com/EfendiYanto/status/1862136569618112835,433508462,EfendiYanto
1862086236829262175,Thu Nov 28 10:48:49 +0000 2024,3,CEO Pizza Hut Buka-Bukaan Soal Dampak Kenaikan PPN 12% https://t.co/6APZC2qQwj,1862086236829262175,,,in,Jakarta Capital Region,1,1,0,https://x.com/cnbcindonesia/status/1862086236829262175,847372542830444544,cnbcindonesia
1862073956120789287,Thu Nov 28 10:00:01 +0000 2024,0,Berlaku mulai 1 Januari 2025 berikut dampak kenaikan PPN menjadi 12% yang bisa dirasakan. Intip juga tips berhemat yang bisa dilakukan Bunda bekerja. https://t.co/VVFA8O2O9w,1862073956120789287,,,in,Indonesia,0,0,0,https://x.com/haibundacom/status/1862073956120789287,864334585860980737,haibundacom
1861747399892574350,Wed Nov 27 12:23:23 +0000 2024,3,Berikut sejumlah dampak negatif yang akan ditimbulkan bila kebijakan kenaikan PPN tetap dilaksanakan: 1. Kenaikan Harga Barang dan Jasa Dampak paling langsung adalah kenaikan harga barang dan jasa yang kita konsumsi sehari-hari. Hal ini karena perusahaan akan membebankan https://t.co/j9Wz7HT77B,1861747646559556081,https://pbs.twimg.com/media/GdZBm9mbQAAP7vO.jpg,FPKSDPRRI,in,Jakarta Capital Region,0,0,1,https://x.com/FPKSDPRRI/status/1861747646559556081,91255162,FPKSDPRRI
1861747399892574350,Wed Nov 27 12:22:24 +0000 2024,22,PPN Bakal Naik Jadi 12% PKS Ingatkan Pemerintah terkait Dampak Negatif terhadap Perekonomian‼️ Pemerintah melalui Kementerian Keuangan memastikan tetap menaikkan Pajak Pertambahan Nilai/PPN menjadi 12 persen mulai 1 Januari 2025 mendatang. Kenaikan PPN menjadi 12 persen itu https://t.co/hPvtMS6ger,1861747399892574350,https://pbs.twimg.com/media/GdZBYm5aQAAaGD9.jpg,,in,Jakarta Capital Region,2,2,12,https://x.com/FPKSDPRRI/status/1861747399892574350,91255162,FPKSDPRRI
1861685406867096001,Wed Nov 27 08:16:04 +0000 2024,3,Dewan Ekonomi Nasional (DEN) mengumumkan penundaan kenaikan PPN menjadi 12% untuk mengkaji dampak ekonomi. Kebijakan ini akan berlaku pada 1 Januari 2025. https://t.co/cfr5zhuHLo,1861685406867096001,,,in,"Jakarta, Indonesia",0,1,1,https://x.com/detikfinance/status/1861685406867096001,135795460,detikfinance
1861640124465119462,Wed Nov 27 05:22:34 +0000 2024,0,@kompascom Opung sudah baca peta dampak kenaikan PPN 12% akan terjadi kerusuhan di negeri ini seperti 98,1861641744376569941,,kompascom,in,,0,0,0,https://x.com/AndoFernan50737/status/1861641744376569941,1659186349633847308,AndoFernan50737
1861424100297842929,Tue Nov 26 14:57:43 +0000 2024,0,Komisi Informasi DKI Jakarta meminta pemerintah harus mengkaji lebih matang terkait dampak yang akan muncul dari diterapkannya kebijakan kenaikan PPN menjadi 12 persen. Bagaimana pendapat #SahabatKIP ??? #komisiinformasidki #BukaInformasiPublik #HakAndaUntukTahu https://t.co/FzFEMyhwql,1861424100297842929,https://pbs.twimg.com/media/GdUbWS1bMAABPPf.jpg,,in,"Tanah Abang, Indonesia",0,0,0,https://x.com/kipdki/status/1861424100297842929,717790374782107648,kipdki
1861398023575920861,Tue Nov 26 13:14:06 +0000 2024,0,Pelaku industri multifinance Indonesia mengkhawatirkan dampak kenaikan tarif Pajak Pertambahan Nilai (PPN) dari 11 persen menjadi 12 persen mulai Januari 2025. Selengkapnya https://t.co/DK3ELzpzGX,1861398023575920861,,,in,Jakarta,0,0,0,https://x.com/theiconomic/status/1861398023575920861,1169861863426818048,theiconomic
1861185823028453421,Tue Nov 26 12:29:47 +0000 2024,0,@opposite6892 ok google dampak kenaikan ppn adalah,1861386872678949377,,opposite6892,in,,0,0,0,https://x.com/WithOneWithYou/status/1861386872678949377,964682662345457664,WithOneWithYou
1861382933661286659,Tue Nov 26 12:14:08 +0000 2024,0,ada tmn yg pas pemilu kmrn getol bgt pasang story 02 sm sound ok gas. skrg ngeluh ppn 12%. pgn misuh tp gw jg kena dampak kenaikan ppn shitt,1861382933661286659,,,in,134340,0,0,0,https://x.com/jinnoona7/status/1861382933661286659,1315278237421895681,jinnoona7
1861355392749519052,Tue Nov 26 10:24:42 +0000 2024,1,Dampak ikutan dari kebijakan rencana kenaikan PPN 12 persen juga menjadi perhatian Presiden Prabowo. #Polhuk #AdadiKompas https://t.co/Vu0cBchXmQ,1861355392749519052,,,in,"Palmerah, Jakarta",0,0,0,https://x.com/hariankompas/status/1861355392749519052,255866913,hariankompas
1861349185465000427,Tue Nov 26 10:00:02 +0000 2024,2,Dampak Negatif PPN Naik 12%: Inflasi hingga Pengangguran Pemerintah memastikan kenaikan tarif PPN menjadi 12% pada Januari 2025. Kenaikan itu dikhawatirkan menimbulkan efek domino di pasaran dan daya beli masyarakat. Akankah harga barang kebutuhan pokok semakin melambung? https://t.co/lJOsiXdAgO,1861349185465000427,https://pbs.twimg.com/ext_tw_video_thumb/1861040587509788672/pu/img/7u4SO8m1FUKkJ8Ye.jpg,,in,Jakarta - Indonesia,0,0,0,https://x.com/mediaindonesia/status/1861349185465000427,68930552,mediaindonesia
1861206751732998209,Tue Nov 26 09:09:59 +0000 2024,0,@StefanAntonio__ Btw isu penolakan PPN &amp; dampak kenaikan harga2 pasti sdh sampai di telinga Presiden @prabowo tinggal beliau memilih jalan sejarahnya sendiri.mau berdiri bersama rakyat atau berdiri berhadapan dgn rakyat,1861336588837593260,,StefanAntonio__,in,Indonesia,0,0,0,https://x.com/damarwidi99/status/1861336588837593260,924309025444864000,damarwidi99
1861334300815433760,Tue Nov 26 09:00:53 +0000 2024,1,PPN akan tetap naik menjadi 12% meskipun banyak masyarakat yang menolak. Kenaikan ini akan berdampak barang yang sering digunakan seperti sabun detergen dan bumbu kemasan. Selain itu dampak dari kenaikan #PPN? Dengarkan #RuangPublikKBR https://t.co/7UMmxAyn9R https://t.co/A93ikBgFyd,1861334300815433760,https://pbs.twimg.com/media/GdTJamXbEAAIqTT.png,,in,"Jakarta, Indonesia",0,0,1,https://x.com/beritaKBR/status/1861334300815433760,124390203,beritaKBR
1861328889693553022,Tue Nov 26 08:39:27 +0000 2024,0,Ingat meski ada dampak dari kenaikan PPN ini kita masih bisa mencari cara untuk beradaptasi. Mulai menabung belajar lebih giat dan tetap optimis! #MajalahSunday #KenaikanPPN,1861328903543103814,,majalahsunday,in,"Kelapa Gading, North Jakarta",0,0,0,https://x.com/majalahsunday/status/1861328903543103814,180240682,majalahsunday
1861295968429449564,Tue Nov 26 06:30:09 +0000 2024,2,Tp konsumen menengah bawah akan terkena dampak tidak langsung dr kenaikan biaya logistik dan printilan² overheas cost lain yg juga pake PPN.,1861296367458754620,,arth_tea,in,"Jakarta Selatan, DKI Jakarta",0,1,0,https://x.com/arth_tea/status/1861296367458754620,1696807736972075008,arth_tea
1861223188887413103,Tue Nov 26 04:33:58 +0000 2024,0,@NephilaXmus Ini ngitungnya dengan asumsi semua pengusaha dalam rantai pasokan sama serakahnya ama dia. Yg memang bisa jadi benar. Kalau murni matematika dan ekonomi dampak kenaikan PPN 1% itu ngga harus substansial. Kaitannya itu cuma dengan turunnya permintaan kalau harganya naik 1/111.,1861267128315449577,,NephilaXmus,in,,1,0,1,https://x.com/awemany/status/1861267128315449577,228724587,awemany
1861185823028453421,Tue Nov 26 03:57:43 +0000 2024,0,@opposite6892 byk yg blg gk kena dampak eh samsul walau gaji lu kcl dibwh pkp tpi efek kenaikan ppn yg katanya 12% itu melebar kemna2..yg hrsnya lu mkn diwarteg biasa 12rb skrg bs jadi 14rb..harga brg2 lain mengikuti soalnya,1861258002759881081,,opposite6892,in,"Madina, Sudan",0,0,0,https://x.com/xiangyudawang/status/1861258002759881081,1606070175312138241,xiangyudawang
1861206751732998209,Tue Nov 26 00:34:03 +0000 2024,2506,. . APA GUA BILANG KEMAREN ??!! Realitanya minimal sampe ke Konsumen bakalan naiknya 20-25% Mana Buzzer-Buzzer Jokowi yang dari kemaren Mengecilkan DAMPAK kenaikan cuma di 1% dan 9% ??!! Keterlaluan Kalian ngebelain Jokowi sampe membuat Pembodohan Publik Dampak PPN kali ini https://t.co/d5XGkE2fDC,1861206751732998209,https://pbs.twimg.com/media/GdRVrU3aoAA-4u-.jpg,,in,Bermuda Triangle,29,142,1330,https://x.com/StefanAntonio__/status/1861206751732998209,1529491450605768704,StefanAntonio__
1861059889453572150,Mon Nov 25 14:50:29 +0000 2024,1,Dampak Kenaikan PPN 12 Persen terhadap Kebutuhan Pokok dan UMKM Kenaikan PPN 12% berdampak pada harga kebutuhan pokok dan UMKM. Simak dampaknya dan rekomendasi kebijakan untuk pemulihan ekonomi. Selengkapnya https://t.co/kVTpj2bao3 #cirebonrayajeh #indonesia #berita #cirebon,1861059889453572150,,,in,"Kota Cirebon, Jawa Barat",0,0,0,https://x.com/cirebonrayajeh/status/1861059889453572150,1841197687485710339,cirebonrayajeh
1861054740714676225,Mon Nov 25 14:30:01 +0000 2024,0,kalo kata dosenku aspek hukum: kenaikan PPN 12% ya pasti ada dampak + sama negatifnya. tapi seharusnya ya kalo PPN naik upah minimum juga harus dinaikkan. ,1861054740714676225,,,in,,0,0,0,https://x.com/sukaak0pii/status/1861054740714676225,1263423323016294400,sukaak0pii
1861022895184695319,Mon Nov 25 12:36:39 +0000 2024,41,Model dampak kenaikan PPN dalam sepakbola bisa dilihat di sini: https://t.co/lnAHweN4C5,1861026212765974537,https://pbs.twimg.com/media/GdOxdWwa8AEWLma.jpg,panditfootball,in,Indonesia,2,2,14,https://x.com/panditfootball/status/1861026212765974537,947281567,panditfootball
1861025940933054825,Mon Nov 25 12:35:37 +0000 2024,0,Ini adalah hal yang paling kami harapkan. Apa dampak kenaikan PPN menjadi 12%? Kita akan membahasnya satu-satu: Harga Barang dan Jasa Pasti Akan Naik. Harga barang dan jasa akan meningkat seiring dengan kenaikan PPN. Sebagai contoh akankah kamu membeli pakaian sepatu atau,1861025952127705388,,Area_Pintar,in,Jakarta,0,1,0,https://x.com/Area_Pintar/status/1861025952127705388,144765747,Area_Pintar
1861022895184695319,Mon Nov 25 12:24:51 +0000 2024,39,Angka 1% bisa sangat signifikan karena ada efek domino dalam dinamika pasar. Interaksi antara pajak pasar dan perilaku konsumen menghasilkan dampak kumulatif yang lebih besar dari kenaikan tarif PPN.,1861023240262648083,,panditfootball,in,Indonesia,0,1,5,https://x.com/panditfootball/status/1861023240262648083,947281567,panditfootball
1861022895184695319,Mon Nov 25 12:23:29 +0000 2024,1853,Kenaikan pajak pertambahan nilai (PPN) dari 11% ke 12% udah pasti berpengaruh ke sepakbola termasuk pula iklim suporter. Nominal yang sekilas keliatan kecil cuma 1% ternyata punya dampak signifikan kalau udah turun ke lapangan. Gimana penjelasan fenomena ini? Sebuah utas https://t.co/7CunWz4GiR,1861022895184695319,https://pbs.twimg.com/media/GdOtnuBbEAABdlk.jpg,,in,Indonesia,17,42,525,https://x.com/panditfootball/status/1861022895184695319,947281567,panditfootball
1860988471076442524,Mon Nov 25 10:06:41 +0000 2024,0,Pakar Beber Dampak Kenaikan PPN Terhadap Transaksi Kripto,1860988471076442524,,,in,,0,0,0,https://x.com/assuaibi/status/1860988471076442524,1504102785947942912,assuaibi
